Company Names,Cars Names,Engines,CC/Battery Capacity,HorsePower,Total Speed,Performance(0 - 100 )KM/H,Cars Prices,Fuel Types,Seats,Torque,cars_price_max
Kia,Niro SX Touring,1.6L 4-Cylinder Hybrid,1591 cc,139 hp,180 km/h,10.5 sec,"$34,500 ",Hybrid,5,265 Nm,"179.400,00"
Kia,Carnival SX Prestige,3.5L V6,3500 cc,290 hp,220 km/h,8.0 sec,"$47,000 ",Petrol,8,355 Nm,"244.400,00"
Kia,Seltos SX Turbo,1.6L Turbocharged 4-Cylinder,1591 cc,175 hp,210 km/h,7.5 sec,"$32,000 ",Petrol,5,264 Nm,"166.400,00"
Kia,Forte EX Premium,2.0L 4-Cylinder,1999 cc,147 hp,190 km/h,9.2 sec,"$22,500 ",Petrol,5,179 Nm,"117.000,00"
Kia,Soul EX Designer Edition,2.0L 4-Cylinder,1999 cc,147 hp,190 km/h,9.5 sec,"$23,500 ",Petrol,5,179 Nm,"122.200,00"
Kia,Rio S,1.6L 4-Cylinder,1591 cc,120 hp,180 km/h,10.3 sec,"$17,500 ",Petrol,5,151 Nm,"91.000,00"
Kia,Rio 5-Door S,1.6L 4-Cylinder,1591 cc,120 hp,180 km/h,10.3 sec,"$18,000 ",Petrol,5,151 Nm,"93.600,00"
Kia,Soul S,2.0L 4-Cylinder,1999 cc,147 hp,190 km/h,9.5 sec,"$20,500 ",Petrol,5,179 Nm,"106.600,00"
Kia,Seltos LX,2.0L 4-Cylinder,1999 cc,146 hp,190 km/h,9.2 sec,"$23,000 ",Petrol,5,179 Nm,"119.600,00"
Peugeot,3008 Hybrid4,Hybrid I4+ Electric Motor,"1,599 cc (Petrol) + Electric Motor",300 hp,235 km/h,6.0 sec,"$45,000 ",Hybrid,5,520 Nm,"234.000,00"
Kia,Sorento Hybrid EX,1.6L Hybrid Turbocharged 4-Cylinder,1591 cc,227 hp,200 km/h,7.9 sec,"$47,000 ",Hybrid,7,352 Nm,"244.400,00"
Kia,Telluride LX,3.8L V6,3778 cc,291 hp,240 km/h,7.0 sec,"$41,500 ",Petrol,7,355 Nm,"215.800,00"
Kia,Carnival MPV EX,3.5L V6,3500 cc,290 hp,220 km/h,8.0 sec,"$43,500 ",Petrol,8,355 Nm,"226.200,00"
Kia,EV6 AWD GT-Line,Electric Motor,77.4 kWh,320 hp,230 km/h,5.0 sec,"$60,000 ",Electric,5,450 Nm,"312.000,00"
Kia,Forte GT Turbo,1.6L Turbocharged 4-Cylinder,1591 cc,201 hp,200 km/h,6.5 sec,"$25,500 ",Petrol,5,264 Nm,"132.600,00"
Kia,Soul GT Designer Edition,2.0L 4-Cylinder,1999 cc,147 hp,190 km/h,9.5 sec,"$23,000 ",Petrol,5,179 Nm,"119.600,00"
Kia,Seltos X-Line Turbo,1.6L Turbocharged 4-Cylinder,1591 cc,175 hp,210 km/h,7.5 sec,"$30,000 ",Petrol,5,264 Nm,"156.000,00"
Peugeot,e-2008 GT,Electric Motor,50 kWh,136 hp,200 km/h,8.5 sec,"$40,000 ",Electric,5,260 Nm,"208.000,00"
Kia,Telluride Limited Edition,3.8L V6,3778 cc,291 hp,240 km/h,7.0 sec,"$53,000 ",Petrol,7,355 Nm,"275.600,00"
Kia,Stinger GT-Line,2.5L Turbocharged 4-Cylinder,2500 cc,300 hp,270 km/h,5.0 sec,"$50,000 ",Petrol,5,422 Nm,"260.000,00"
Kia,Carnival Special Edition,3.5L V6,3500 cc,290 hp,220 km/h,8.0 sec,"$45,500 ",Petrol,8,355 Nm,"236.600,00"
Kia,Niro SX Hybrid,1.6L Hybrid Turbocharged 4-Cylinder,1591 cc,139 hp,180 km/h,10.5 sec,"$36,000 ",Hybrid,5,265 Nm,"187.200,00"
Kia,EV6 First Edition AWD,Electric Motor,77.4 kWh,320 hp,230 km/h,5.0 sec,"$62,000 ",Electric,5,450 Nm,"322.400,00"
Kia,Sorento X-Pro Hybrid,1.6L Hybrid Turbocharged 4-Cylinder,1591 cc,227 hp,200 km/h,7.8 sec,"$49,000 ",Hybrid,7,352 Nm,"254.800,00"
Kia,Forte Limited Edition,2.0L 4-Cylinder,1999 cc,147 hp,190 km/h,9.2 sec,"$22,500 ",Petrol,5,179 Nm,"117.000,00"
Bugatti,Chiron,8.0L Quad-Turbo W16,7993 cc,1500 hp,420 km/h,2.5 sec,"$3,000,000 ",Petrol,2,1600 Nm,"15.600.000,00"
Bugatti,Chiron Pur Sport,8.0L Quad-Turbo W16,7993 cc,1500 hp,350 km/h,2.3 sec,"$3,300,000 ",Petrol,2,1600 Nm,"17.160.000,00"
Bugatti,Chiron Super Sport,8.0L Quad-Turbo W16,7993 cc,1600 hp,490 km/h,2.4 sec,"$3,500,000 ",Petrol,2,1600 Nm,"18.200.000,00"
Bugatti,Chiron Sport,8.0L Quad-Turbo W16,7993 cc,1500 hp,420 km/h,2.4 sec,"$3,300,000 ",Petrol,2,1600 Nm,"17.160.000,00"
Bugatti,Chiron Noire,8.0L Quad-Turbo W16,7993 cc,1500 hp,420 km/h,2.5 sec,"$3,300,000 ",Petrol,2,1600 Nm,"17.160.000,00"
Bugatti,Divo,8.0L Quad-Turbo W16,7993 cc,1500 hp,380 km/h,2.4 sec,"$5,800,000 ",Petrol,2,1600 Nm,"30.160.000,00"
Bugatti,Centodieci,8.0L Quad-Turbo W16,7993 cc,1600 hp,380 km/h,2.4 sec,"$9,000,000 ",Petrol,2,1600 Nm,"46.800.000,00"
Bugatti,La Voiture Noire,8.0L Quad-Turbo W16,7993 cc,1500 hp,420 km/h,2.5 sec,"$18,000,000 ",Petrol,2,1600 Nm,"93.600.000,00"
Bugatti,Bolide,8.0L Quad-Turbo W16,7993 cc,1850 hp,500 km/h,2.2 sec,"$4,500,000 ",Petrol,2,1600 Nm,"23.400.000,00"
Bugatti,Mistral,8.0L Quad-Turbo W16,7993 cc,1600 hp,420 km/h,2.4 sec,"$5,000,000 ",Petrol,2,1600 Nm,"26.000.000,00"
Volvo,Volvo FH,13.0L I6 Turbo Diesel,13000 cc,540 hp,120 km/h,15.0 sec,"$120,000 ",Diesel,2,2600 Nm,"624.000,00"
Volvo,Volvo FH16,16.1L I6 Turbo Diesel,16100 cc,750 hp,120 km/h,14.5 sec,"$160,000 ",Diesel,2,3500 Nm,"832.000,00"
Volvo,Volvo FM,12.8L I6 Turbo Diesel,12800 cc,460 hp,110 km/h,16.0 sec,"$100,000 ",Diesel,2,2200 Nm,"520.000,00"
Volvo,Volvo FMX,13.0L I6 Turbo Diesel,13000 cc,500 hp,110 km/h,16.5 sec,"$110,000 ",Diesel,2,2500 Nm,"572.000,00"
Volvo,Volvo VNL,12.8L I6 Turbo Diesel,12800 cc,500 hp,120 km/h,15.0 sec,"$125,000 ",Diesel,2,2400 Nm,"650.000,00"
Volvo,Volvo VNR,12.8L I6 Turbo Diesel,12800 cc,400 hp,110 km/h,17.0 sec,"$95,000 ",Diesel,2,1800 Nm,"494.000,00"
Volvo,Volvo VHD,12.8L I6 Turbo Diesel,12800 cc,500 hp,100 km/h,18.0 sec,"$120,000 ",Diesel,2,2500 Nm,"624.000,00"
Volvo,Volvo FE,7.7L I6 Turbo Diesel,7700 cc,280 hp,90 km/h,20.0 sec,"$85,000 ",Diesel,2,1200 Nm,"442.000,00"
Volvo,Volvo FL,5.1L I4 Turbo Diesel,5100 cc,180 hp,80 km/h,22.0 sec,"$75,000 ",Diesel,2,800 Nm,"390.000,00"
Jaguar Land Rover,Jaguar F-Type,V6 / V8 Petrol,2995 cc (V6),335 hp,260 km/h,5.1 sec,"$70,000 ",Petrol,2,450 Nm,"364.000,00"
Jaguar Land Rover,Jaguar XE,I4 Petrol,1999 cc (I4),250 hp,250 km/h,6.5 sec,"$45,000 ",Petrol,5,365 Nm,"234.000,00"
Jaguar Land Rover,Jaguar XF,I4 Petrol,1999 cc (I4),250 hp,250 km/h,6.5 sec,"$50,000 ",Petrol,5,365 Nm,"260.000,00"
Jaguar Land Rover,Jaguar XJ,V6 Petrol,2995 cc (V6),300 hp,250 km/h,6.0 sec,"$85,000 ",Petrol,5,400 Nm,"442.000,00"
Jaguar Land Rover,Jaguar E-PACE,I4 Petrol,1999 cc (I4),200 hp,230 km/h,7.0 sec,"$50,000 ",Petrol,5,430 Nm,"260.000,00"
Jaguar Land Rover,Jaguar I-PACE,Electric (Dual Motor),90 kWh (Battery),400 hp,200 km/h,4.8 sec,"$70,000 ",Electric,5,696 Nm,"364.000,00"
Jaguar Land Rover,Jaguar F-PACE,I4 Petrol / V6 Petrol,1999 cc (I4) / 2995 cc (V6),250 hp / 340 hp,230 km/h,7.2 sec / 5.4 sec,"$55,000 / $65,000",Petrol,5,365 Nm / 480 Nm,"28.600.338.000,00"
Jaguar Land Rover,Jaguar X-TYPE,I4 Petrol,1998 cc (I4),160 hp,215 km/h,9.0 sec,"$40,000 ",Petrol,5,215 Nm,"208.000,00"
Jaguar Land Rover,Jaguar F-PACE R-Dynamic,I4 Petrol / V6 Petrol,1999 cc (I4) / 2995 cc (V6),340 hp,250 km/h,5.4 sec,"$65,000 ",Petrol,5,480 Nm,"338.000,00"
Jaguar Land Rover,Jaguar XE R-Dynamic,I4 Petrol,1999 cc (I4),340 hp,250 km/h,5.4 sec,"$60,000 ",Petrol,5,450 Nm,"312.000,00"
Jaguar Land Rover,Jaguar F-Type SVR,V8 Petrol,5000 cc (V8),575 hp,320 km/h,3.7 sec,"$120,000 ",Petrol,2,700 Nm,"624.000,00"
Jaguar Land Rover,Jaguar I-PACE Electric Performance,Electric (Dual Motor),90 kWh (Battery),400 hp,200 km/h,4.5 sec,"$85,000 ",Electric,5,696 Nm,"442.000,00"
Jaguar Land Rover,Jaguar F-PACE SVR,V8 Petrol,5000 cc (V8),550 hp,283 km/h,4.0 sec,"$85,000 ",Petrol,5,700 Nm,"442.000,00"
Jaguar Land Rover,Jaguar XE S,I4 Petrol,1999 cc (I4),340 hp,250 km/h,5.3 sec,"$55,000 ",Petrol,5,450 Nm,"286.000,00"
Jaguar Land Rover,Jaguar XF R-Dynamic,I4 Petrol / V6 Petrol,1999 cc (I4) / 2995 cc (V6),340 hp,250 km/h,5.4 sec,"$65,000 ",Petrol,5,480 Nm,"338.000,00"
Jaguar Land Rover,Jaguar XJ LWB (Long Wheelbase),V6 Petrol,2995 cc (V6),300 hp,250 km/h,6.0 sec,"$90,000 ",Petrol,5,400 Nm,"468.000,00"
Jaguar Land Rover,Jaguar F-Type Heritage Edition,V8 Petrol,5000 cc (V8),550 hp,300 km/h,3.9 sec,"$110,000 ",Petrol,2,680 Nm,"572.000,00"
Jaguar Land Rover,Jaguar E-PACE S,I4 Petrol,1999 cc (I4),200 hp,230 km/h,7.0 sec,"$50,000 ",Petrol,5,430 Nm,"260.000,00"
Jaguar Land Rover,Jaguar I-PACE HSE,Electric (Dual Motor),90 kWh (Battery),400 hp,200 km/h,4.5 sec,"$90,000 ",Electric,5,696 Nm,"468.000,00"
Jaguar Land Rover,Jaguar F-Type V8 R,V8 Petrol,5000 cc (V8),550 hp,300 km/h,3.9 sec,"$100,000 ",Petrol,2,680 Nm,"520.000,00"
Jaguar Land Rover,Jaguar F-Type R-Dynamic,I4 Petrol / V6 Petrol,1999 cc (I4) / 2995 cc (V6),300 hp,250 km/h,5.1 sec,"$70,000 ",Petrol,2,400 Nm,"364.000,00"
Jaguar Land Rover,Jaguar XE P300 R-Dynamic,I4 Petrol,1999 cc (I4),300 hp,250 km/h,5.5 sec,"$55,000 ",Petrol,5,400 Nm,"286.000,00"
Jaguar Land Rover,Jaguar XF Sportbrake,I4 Petrol / V6 Petrol,1999 cc (I4) / 2995 cc (V6),250 hp,250 km/h,6.5 sec,"$60,000 ",Petrol,5,400 Nm,"312.000,00"
Jaguar Land Rover,Jaguar I-PACE EV400 HSE,Electric (Dual Motor),90 kWh (Battery),400 hp,200 km/h,4.5 sec,"$85,000 ",Electric,5,696 Nm,"442.000,00"
Jaguar Land Rover,Jaguar F-PACE S 30t AWD,I4 Petrol,1999 cc (I4),247 hp,225 km/h,6.4 sec,"$60,000 ",Petrol,5,365 Nm,"312.000,00"
Jaguar Land Rover,Jaguar E-PACE R-Dynamic,I4 Petrol,1999 cc (I4),246 hp,230 km/h,6.8 sec,"$55,000 ",Petrol,5,430 Nm,"286.000,00"
Jaguar Land Rover,Jaguar XJ50,V6 Petrol,2995 cc (V6),300 hp,250 km/h,6.0 sec,"$80,000 ",Petrol,5,400 Nm,"416.000,00"
Jaguar Land Rover,Jaguar F-Type 75th Anniversary Edition,V8 Petrol,5000 cc (V8),550 hp,300 km/h,3.9 sec,"$100,000 ",Petrol,2,680 Nm,"520.000,00"
Jaguar Land Rover,Jaguar F-PACE S AWD,I4 Petrol / V6 Petrol,1999 cc (I4) / 2995 cc (V6),340 hp,250 km/h,5.4 sec,"$65,000 ",Petrol,5,480 Nm,"338.000,00"
Jaguar Land Rover,Jaguar XE SE,I4 Petrol,1999 cc (I4),250 hp,240 km/h,6.2 sec,"$50,000 ",Petrol,5,365 Nm,"260.000,00"
Jaguar Land Rover,Jaguar F-Type V6 S Convertible,V6 Petrol,2995 cc (V6),380 hp,280 km/h,4.8 sec,"$80,000 ",Petrol,2,460 Nm,"416.000,00"
Jaguar Land Rover,Jaguar XE R-Sport AWD,I4 Petrol / V6 Petrol,1999 cc (I4) / 2995 cc (V6),300 hp,250 km/h,5.5 sec,"$55,000 ",Petrol,5,400 Nm,"286.000,00"
Jaguar Land Rover,Jaguar XF Portfolio AWD,I4 Petrol / V6 Petrol,1999 cc (I4) / 2995 cc (V6),340 hp,250 km/h,5.4 sec,"$60,000 ",Petrol,5,450 Nm,"312.000,00"
Jaguar Land Rover,Jaguar F-Type Coupe R,V8 Petrol,5000 cc (V8),550 hp,300 km/h,3.9 sec,"$100,000 ",Petrol,2,680 Nm,"520.000,00"
Jaguar Land Rover,Jaguar I-PACE First Edition,Electric (Dual Motor),90 kWh (Battery),400 hp,200 km/h,4.5 sec,"$85,000 ",Electric,5,696 Nm,"442.000,00"
Jaguar Land Rover,Jaguar F-PACE Prestige AWD,I4 Petrol / V6 Petrol,1999 cc (I4) / 2995 cc (V6),340 hp,250 km/h,5.4 sec,"$65,000 ",Petrol,5,480 Nm,"338.000,00"
Jaguar Land Rover,Jaguar XJ Supercharged,V8 Petrol,5000 cc (V8),510 hp,280 km/h,4.2 sec,"$90,000 ",Petrol,5,625 Nm,"468.000,00"
Jaguar Land Rover,Jaguar F-Type P450 AWD,V8 Petrol,5000 cc (V8),450 hp,290 km/h,4.0 sec,"$90,000 ",Petrol,2,600 Nm,"468.000,00"
Jaguar Land Rover,Jaguar F-PACE P400e Plug-in Hybrid,I4 Petrol + Electric Motor,1999 cc (I4) + Electric,398 hp,220 km/h,5.1 sec,"$75,000 ",Plug-in Hybrid,5,640 Nm,"390.000,00"
Jaguar Land Rover,Jaguar F-Type P300 Coupe,I4 Petrol,1999 cc (I4),300 hp,250 km/h,5.5 sec,"$60,000 ",Petrol,2,400 Nm,"312.000,00"
Acura,NSX Type S,Twin-Turbo V6 Hybrid,"3,493 cc (V6)",600 hp,307 km/h,2.9 sec,"$157,000 ",Hybrid,2,666 Nm,"816.400,00"
Acura,TLX PMC Edition,V6,"3,500 cc (V6)",290 hp,250 km/h,5.7 sec,"$62,000 ",Petrol,5,362 Nm,"322.400,00"
Acura,MDX Advance,V6,"3,500 cc (V6)",290 hp,190 km/h,6.0 sec,"$60,000 ",Petrol,7,362 Nm,"312.000,00"
Acura,RDX Technology,I4 Turbocharged,"1,500 cc (I4)",272 hp,210 km/h,6.6 sec,"$45,000 ",Petrol,5,400 Nm,"234.000,00"
Acura,ILX Premium,I4,"2,400 cc (I4)",201 hp,200 km/h,6.6 sec,"$30,000 ",Petrol,5,180 Nm,"156.000,00"
Acura,TLX A-Spec,V6,"3,500 cc (V6)",290 hp,250 km/h,5.7 sec,"$50,000 ",Petrol,5,362 Nm,"260.000,00"
Acura,RDX SH-AWD,I4 Turbocharged,"1,500 cc (I4)",272 hp,210 km/h,6.6 sec,"$50,000 ",Petrol,5,400 Nm,"260.000,00"
Acura,MDX SH-AWD,V6,"3,500 cc (V6)",290 hp,190 km/h,6.0 sec,"$55,000 ",Petrol,7,362 Nm,"286.000,00"
Acura,RDX Platinum Elite,I4 Turbocharged,"1,500 cc (I4)",272 hp,210 km/h,6.6 sec,"$55,000 ",Petrol,5,400 Nm,"286.000,00"
Acura,TLX A-Spec Sedan,V6,"3,500 cc (V6)",290 hp,250 km/h,5.7 sec,"$50,000 ",Petrol,5,362 Nm,"260.000,00"
Acura,TLX 2.4L,Inline-4,"2,400 cc",206 hp,210 km/h,6.0 sec,"$35,000 ",Petrol,5,247 Nm,"182.000,00"
Acura,MDX Hybrid,V6 Hybrid,"3,500 cc",321 hp,190 km/h,6.0 sec,"$55,000 ",Hybrid,7,335 Nm,"286.000,00"
Acura,RDX Hybrid,Inline-4 Hybrid,"1,500 cc",247 hp,210 km/h,6.6 sec,"$50,000 ",Hybrid,5,400 Nm,"260.000,00"
Acura,ILX Technology Package,Inline-4,"2,400 cc",201 hp,200 km/h,6.6 sec,"$30,000 ",Petrol,5,180 Nm,"156.000,00"
Acura,NSX GT3 (Track Version),Twin-Turbo V6 Hybrid,"3,493 cc",500 hp,300 km/h,3.0 sec,"$150,000 ",Hybrid,2,600 Nm,"780.000,00"
Acura,RDX Turbo AWD,Inline-4 Turbocharged,"1,500 cc",272 hp,210 km/h,6.6 sec,"$45,000 ",Petrol,5,400 Nm,"234.000,00"
Acura,TLX 3.5L V6,V6,"3,500 cc",290 hp,250 km/h,5.7 sec,"$50,000 ",Petrol,5,362 Nm,"260.000,00"
Acura,ILX Special Edition,Inline-4,"2,400 cc",201 hp,200 km/h,6.6 sec,"$30,000 ",Petrol,5,180 Nm,"156.000,00"
Acura,MDX SH-AWD w/Technology Package,V6,"3,500 cc",290 hp,190 km/h,6.0 sec,"$55,000 ",Petrol,7,362 Nm,"286.000,00"
Acura,NSX 3.5L Hybrid Coupe,Twin-Turbo V6 Hybrid,"3,493 cc",537 hp,307 km/h,2.9 sec,"$157,000 ",Hybrid,2,666 Nm,"816.400,00"
Acura,MDX Elite,V6,"3,500 cc",290 hp,190 km/h,6.0 sec,"$58,000 ",Petrol,7,362 Nm,"301.600,00"
Acura,TLX V6 Advance,V6,"3,500 cc",290 hp,250 km/h,5.7 sec,"$46,000 ",Petrol,5,362 Nm,"239.200,00"
Acura,NSX Carbon Edition,Twin-Turbo V6 Hybrid,"3,493 cc",537 hp,307 km/h,2.9 sec,"$157,000 ",Hybrid,2,666 Nm,"816.400,00"
Acura,RDX Turbo SH-AWD,Turbocharged I4,"1,500 cc",272 hp,210 km/h,6.6 sec,"$42,000 ",Petrol,5,400 Nm,"218.400,00"
Acura,ILX Technology Plus,Inline-4,"2,400 cc",201 hp,200 km/h,6.6 sec,"$28,000 ",Petrol,5,180 Nm,"145.600,00"
Acura,TLX Type S PMC Edition,Turbocharged V6,"3,000 cc",355 hp,250 km/h,5.1 sec,"$54,000 ",Petrol,5,480 Nm,"280.800,00"
Acura,MDX Sport Hybrid,V6 Hybrid,"3,500 cc",321 hp,190 km/h,6.0 sec,"$52,000 ",Hybrid,7,335 Nm,"270.400,00"
Peugeot,208,Inline-4,"1,199 cc",82 hp,180 km/h,10.5 sec,"$22,000 ",Petrol,5,160 Nm,"114.400,00"
Peugeot,2008,Inline-4,"1,199 cc",100 hp,190 km/h,9.0 sec,"$25,000 ",Petrol,5,205 Nm,"130.000,00"
Peugeot,301,Inline-4,"1,598 cc",115 hp,185 km/h,10.0 sec,"$23,500 ",Petrol,5,150 Nm,"122.200,00"
Peugeot,308,Inline-4,"1,598 cc",130 hp,200 km/h,8.0 sec,"$28,000 ",Petrol,5,230 Nm,"145.600,00"
Peugeot,3008,Inline-4,"1,598 cc",180 hp,210 km/h,7.5 sec,"$32,000 ",Petrol,5,400 Nm,"166.400,00"
Peugeot,5008,Inline-4,"1,998 cc",165 hp,200 km/h,9.5 sec,"$35,000 ",Diesel,7,400 Nm,"182.000,00"
Peugeot,508,Inline-4,"1,998 cc",180 hp,235 km/h,8.0 sec,"$35,500 ",Petrol,5,300 Nm,"184.600,00"
Peugeot,Partner,Diesel I4,"1,560 cc",75 hp,160 km/h,12.0 sec,"$22,500 ",Diesel,5,200 Nm,"117.000,00"
Peugeot,Expert,Diesel I4,"1,997 cc",120 hp,180 km/h,10.0 sec,"$30,000 ",Diesel,3,300 Nm,"156.000,00"
Peugeot,Boxer,Diesel I4,"2,200 cc",140 hp,160 km/h,11.0 sec,"$32,000 ",Diesel,3,340 Nm,"166.400,00"
Peugeot,e-208,Electric Motor,50 kWh,136 hp,150 km/h,8.1 sec,"$35,000 ",Electric,5,260 Nm,"182.000,00"
Peugeot,e-2008,Electric Motor,50 kWh,136 hp,150 km/h,8.5 sec,"$38,000 ",Electric,5,260 Nm,"197.600,00"
Peugeot,208 GTI,Inline-4,"1,598 cc",208 hp,230 km/h,6.5 sec,"$28,000 ",Petrol,5,300 Nm,"145.600,00"
Peugeot,308 GTI,Inline-4,"1,598 cc",270 hp,250 km/h,6.0 sec,"$35,000 ",Petrol,5,330 Nm,"182.000,00"
Peugeot,508 PSE (Peugeot Sport Engineered),Hybrid I4,"1,598 cc (petrol) + Electric Motor",360 hp,250 km/h,5.2 sec,"$55,000 ",Hybrid,5,520 Nm,"286.000,00"
Peugeot,308 Allure,Inline-4,"1,199 cc",130 hp,205 km/h,9.3 sec,"$25,000 ",Petrol,5,230 Nm,"130.000,00"
Peugeot,2008 Allure,Inline-4,"1,199 cc",130 hp,200 km/h,9.7 sec,"$27,000 ",Petrol,5,230 Nm,"140.400,00"
Peugeot,3008 Allure,Inline-4,"1,499 cc",180 hp,210 km/h,8.0 sec,"$30,000 ",Petrol,5,250 Nm,"156.000,00"
Peugeot,5008 Allure,Inline-4,"1,499 cc",180 hp,200 km/h,8.5 sec,"$33,000 ",Petrol,7,250 Nm,"171.600,00"
Peugeot,508 Allure,Inline-4,"1,499 cc",180 hp,225 km/h,8.0 sec,"$35,000 ",Petrol,5,250 Nm,"182.000,00"
Peugeot,3008 GT,Inline-4,"1,598 cc",200 hp,220 km/h,7.5 sec,"$35,000 ",Petrol,5,280 Nm,"182.000,00"
Peugeot,508 GT,Inline-4,"1,598 cc",225 hp,235 km/h,6.8 sec,"$40,000 ",Petrol,5,300 Nm,"208.000,00"
Peugeot,3008 GT Hybrid,Hybrid I4,"1,598 cc (petrol) + Electric Motor",300 hp,235 km/h,6.0 sec,"$45,000 ",Hybrid,5,400 Nm,"234.000,00"
Peugeot,5008 GT Hybrid,Hybrid I4,"1,598 cc (petrol) + Electric Motor",300 hp,210 km/h,6.5 sec,"$48,000 ",Hybrid,7,400 Nm,"249.600,00"
Peugeot,208 Allure Premium,Inline-4,"1,199 cc",130 hp,200 km/h,9.5 sec,"$28,000 ",Petrol,5,230 Nm,"145.600,00"
Peugeot,Partner Tepee,Inline-4,"1,560 cc",100 hp,170 km/h,12.0 sec,"$25,000 ",Diesel,5,260 Nm,"130.000,00"
Peugeot,Expert L2H1,Inline-4,"1,997 cc",120 hp,160 km/h,13.0 sec,"$30,000 ",Diesel,3,320 Nm,"156.000,00"
Peugeot,Boxer L2H2,Inline-4,"2,200 cc",130 hp,140 km/h,14.0 sec,"$35,000 ",Diesel,3,350 Nm,"182.000,00"
Peugeot,Partner Electric,Electric Motor,-,136 hp,130 km/h,9.0 sec,"$40,000 ",Electric,5,260 Nm,"208.000,00"
Peugeot,Expert Electric,Electric Motor,-,136 hp,130 km/h,9.5 sec,"$45,000 ",Electric,5,260 Nm,"234.000,00"
Peugeot,208 PSE (Peugeot Sport Engineered),Hybrid I4,"1,598 cc (petrol) + Electric Motor",225 hp,250 km/h,5.5 sec,"$45,000 ",Hybrid,5,360 Nm,"234.000,00"
Peugeot,308 PSE,Hybrid I4,"1,598 cc (petrol) + Electric Motor",360 hp,250 km/h,5.0 sec,"$55,000 ",Hybrid,5,520 Nm,"286.000,00"
Peugeot,508 PSE,Hybrid I4,"1,598 cc (petrol) + Electric Motor",360 hp,250 km/h,5.2 sec,"$60,000 ",Hybrid,5,520 Nm,"312.000,00"
Peugeot,3008 PSE,Hybrid I4,"1,598 cc (petrol) + Electric Motor",300 hp,235 km/h,6.0 sec,"$50,000 ",Hybrid,5,400 Nm,"260.000,00"
Peugeot,2008 Active,Inline-4,"1,199 cc",100 hp,190 km/h,11.2 sec,"$22,000 ",Petrol,5,205 Nm,"114.400,00"
Peugeot,3008 Active,Inline-4,"1,499 cc",130 hp,200 km/h,10.0 sec,"$30,000 ",Petrol,5,240 Nm,"156.000,00"
Peugeot,5008 Active,Inline-4,"1,499 cc",130 hp,190 km/h,10.5 sec,"$33,000 ",Petrol,7,240 Nm,"171.600,00"
Peugeot,3008 Allure Premium,Inline-4,"1,499 cc",130 hp,200 km/h,9.8 sec,"$32,000 ",Petrol,5,240 Nm,"166.400,00"
Peugeot,5008 Allure Premium,Inline-4,"1,499 cc",130 hp,190 km/h,10.2 sec,"$35,000 ",Petrol,7,240 Nm,"182.000,00"
Peugeot,3008 GT Line,Inline-4,"1,598 cc",180 hp,210 km/h,8.5 sec,"$35,000 ",Petrol,5,250 Nm,"182.000,00"
Peugeot,5008 GT Line,Inline-4,"1,598 cc",180 hp,200 km/h,9.0 sec,"$38,000 ",Petrol,7,250 Nm,"197.600,00"
Peugeot,2008 GT,Inline-4,"1,199 cc",130 hp,200 km/h,9.3 sec,"$25,000 ",Petrol,5,230 Nm,"130.000,00"
Peugeot,5008 GT,Inline-4,"1,598 cc",180 hp,210 km/h,8.2 sec,"$40,000 ",Petrol,7,250 Nm,"208.000,00"
Peugeot,508 SW (Station Wagon),Inline-4,"1,598 cc",180 hp,220 km/h,8.4 sec,"$35,000 ",Petrol,5,300 Nm,"182.000,00"
Peugeot,508 Saloon,Inline-4,"1,598 cc",180 hp,210 km/h,8.6 sec,"$37,000 ",Petrol,5,300 Nm,"192.400,00"
Peugeot,308 Saloon,Inline-4,"1,199 cc",130 hp,200 km/h,9.0 sec,"$28,000 ",Petrol,5,230 Nm,"145.600,00"
Peugeot,301 Sedan,Inline-4,"1,199 cc",82 hp,180 km/h,12.0 sec,"$20,000 ",Petrol,5,115 Nm,"104.000,00"
Peugeot,208 Sedan,Inline-4,"1,199 cc",100 hp,190 km/h,11.2 sec,"$22,000 ",Petrol,5,205 Nm,"114.400,00"
Ford,Fusion (Mondeo),1.5L EcoBoost / 2.0L Hybrid,"1,500 - 2,000 cc",160 - 250 hp,220 km/h,7.5 sec,"$25,000 - $40,000",Petrol/Hybrid,5,200 - 400 Nm,"208.000,00"
Ford,Taurus,3.5L V6 / 2.0L EcoBoost,"2,000 - 3,500 cc",200 - 365 hp,220 km/h,6.5 sec,"$30,000 - $45,000",Petrol,5,300 - 500 Nm,"234.000,00"
Ford,Fiesta,1.0L EcoBoost / 1.5L,"1,000 - 1,500 cc",85 - 200 hp,200 km/h,7.0 sec,"$15,000 - $25,000",Petrol,5,130 - 290 Nm,"130.000,00"
Ford,Focus,1.0L EcoBoost / 1.5L / 2.0L,"1,000 - 2,000 cc",120 - 300 hp,220 km/h,6.5 sec,"$20,000 - $30,000",Petrol,5,150 - 400 Nm,"156.000,00"
Ford,KA+,1.2L Petrol,"1,200 cc",70 - 85 hp,165 km/h,10.5 sec,"$12,000 - $15,000",Petrol,5,100 - 140 Nm,"78.000,00"
Ford,EcoSport,1.0L Turbo Inline-3 / 2.0L,"1,000 - 2,000 cc",123 - 166 hp,180 km/h,9.0 sec,"$20,000 - $25,000",Petrol,5,170 - 200 Nm,"130.000,00"
